title,author,genre,description
Studies in Christian Ethics (Articles and Book Reviews) (Vol 8),"['David K. Clark', 'Robert V. Rakestraw']",['Religion'],Essays by leading ethicists provide students with a comprehensive introduction to ethical thinking.
Ten Things Every Child with Autism Wishes You Knew,['Ellen Notbohm'],['Computers'],"Every parent, teacher, social worker, therapist, and physician should have this succinct and informative book in their back pocket. Framed with both humor and compassion, the book defines the top..."
Algebraic Geometry 2: Sheaves and Cohomology (Translations of Mathematical Monographs) (Vol 2),"['健爾·上野', '?? ??']",['Mathematics'],Modern algebraic geometry is built upon two fundamental notions: schemes and sheaves. The theory of schemes is presented in the first part of this book (Algebraic Geometry 1: From Algebraic...
Brilliant Deductions,['Wade Cook'],['Business & Economics'],"Provides strategies for decreasing taxes and protecting wealth, including advice on reducing taxable income, investing in tax shelters, and avoiding audits"
"Love, Jean: Inspiration for Families Living with Dysfunction of Sensory Integration","['A. Jean Ayres', 'Philip R. Erwin', 'Zoe Mailloux']",['Biography & Autobiography'],"Captured in previously unpublished correspondence written by sensory integration pioneer A. Jean Ayres to her nephew Philip Erwin, Love, Jean provides insight and inspiration to parents of children who have..."
Professional PHP4 Programming,['Luis Argerich'],['Computers'],"* Offers a simple and universal cross-platform solution for e-commerce, complex web, and database-driven applications. * A resource for working PHP developers who want to take their skills to the..."
"High Nitrogen Steels: Structure, Properties, Manufacture, Applications (Engineering Materials)","['Valentin G. Gavriljuk', 'Hans Berns']",['Technology & Engineering'],"Basic research and new manufacturing methods have led to high nitrogen steels (HNS), a promising new group of materials for use in advanced applications in mechanical and chemical engineering. The..."
Growing Old: 2,"['Ellen Bialystok', 'Margot D. Sullivan']",['Language Arts & Disciplines'],This collection brings together two areas of research that are currently receiving great attention in both scientific and public spheres: cognitive aging and bilingualism. With ongoing media focus on the...
In His Grip - EZ Lesson Plan [VHS Tape] Golf Instructor & Columnist for Golf...,['Wally Armstrong'],['Religion'],"As anyone who has tried to hit a little white ball into a hole with an odd-shaped stick knows, golf is hard! It is well worth taking time to glean..."
The Wealth Creators: 5 Success Styles of the Multi-Millionaires,['Roy C. Smith'],General,"The Multi-Millionaires How Much They Made. How Each One Made It. At the beginning of 2000, there were nearly three hundred billionaires and five million millionaires living in the United..."
Amazon Stranger: A Rainforest Chief Battles Big Oil,['Mike Tidwell'],['Travel'],One man obsessed with the Ecuadorian jungle and desperate to save it and its people chronicles the struggle of the Cofan people against Big Oil.
CANADIAN SOLDIER IN WORLD WAR II: From D-Day to VE-Day (From D Day to Ve Day Vol 3) (v. 3),['Jean Bouchery'],['History'],"Back in 2000, Histoire and Collections released two books by Jean Bouchery on the British Soldier in World War 2. Both books have been enormously successful. This new book, in..."
"Naming Evil, Judging Evil",['Ruth W. Grant'],['Religion'],"Is it more dangerous to call something evil or not to? This fundamental question deeply divides those who fear that the term oversimplifies grave problems and those who worry that,..."
Building (Make It Work!),"['Chozen ', 'Nikki Mcknight', 'Makeba Giles', 'Darlene Burns', 'Lucien Beaubrun ', '2Luvly ', 'Precious Owens ""Ms. P"" ', 'Erica Burton', 'Leandrea Hill ', 'Phoenixstar9', 'ReVivian Freeman']",['Business & Economics'],"This e-book is a collection of interviews and tips from several successful business professionals in various fields. Featuring, Chozen of Icebreakerradio, Nikki Mcknight, Makeba Giles of MELISAsource, (Author) Darlene Burns,..."
Cinema Under the Stars: America's Love Affair with Drive-In Movie Theaters,"['Elizabeth McKeon', 'Liz McKeon', 'Linda Everett']",['History'],"When Richard M. Hollingshead Jr. first projected a movie onto a white bedsheet stretched between two trees at his home in Camden, New Jersey, in 1933, little did he know..."
The Cell-Driven Church: Bringing in the Harvest,['Billy Hornsby'],['Religion'],"Step-by-step, how-to information enables readers to put these vital principles into practice as they peek into the heart of a successful American church."
Art of Islam: Language and Meaning,['Titus Burckhardt'],['Art'],Islam.
Meditation and the Bible,['Aryeh Kaplan'],['Religion'],"A highly radical interpretation of the Bible demonstrating the methods of meditation used by the Prophets to attain their unique states of consciousness. First English translation from ancient unpublished manuscripts,..."
The Paper Revolutionaries,['Laurence Leamer'],['Underground press'],"Rock festivals. Be-ins. Revolutionary conventions. Street scenes. Demonstrations. This is a witty, irreverent book about the rise and development of the underground press, the Movement and the hippie capitalist system..."
Starsky & Hutch #8,['Cristopher DeRose'],['Performing Arts'],"In 1970s America, the landscape of modern television had started to change from the iconic Western to the Crime Drama. Offerings like Beretta, The Streets of San Francisco and Hawaii..."
Bikol-English Dictionary: Diksionriong Bkol-Ingls,['Francisco Baltazar'],General,"By the time of 1906, the book of ""Who created the Florante,"" by Mr. Hermenegildo Cruz, the book ""Out Of The Florante"" , is said to have some 106,000 translations..."
New Guitar Handbook,"['Ralph Denyer', 'Isaac Guillory', 'Alastair M. Crawford']",['Music'],"Profiles famous guitarists, shows how guitars are constructed and repaired, and offers advice on learning to play and take care of a guitar"
"Embedded Microprocessor Systems: Real World Design, Third Edition","['Stuart Ball', 'Stuart R. Ball']",['Embedded computer systems'],"The less-experienced engineer will be able to apply Ball's advice to everyday projects and challenges immediately with amazing results. In this new edition, the author has expanded the section on..."
"Going Public: Everything You Need to Know to Take Your Company Public, Including Internet Direct Public Offerings","['James B. Arkebauer', 'Ron Schultz']",['Business & Economics'],Explains initial public offerings and describes how they can help small companies.
Quantum Grace: The Sunday Readings: Lenten Reflections on Creation and Connectedness,['Judy Cannato'],['Religion'],"Unique Lenten Reflections We are one--not just all human beings, but all creation, the entire universe. We live in and through a complex set of relationships we hardly notice. These..."
An Elizabethan Progress (Illustrated History),['Zillah Dovey'],['History'],"This book provides an account of Queen Elizabeth I's progress into East Anglia in 1578, covering the servants' preparations and all the minor stops at private houses as well as..."
Violet Keystone (Turtleback School & Library Binding Edition) (Seventh Tower (Pb)),['Garth Nix'],"[""Children's stories""]","The sixth and final adventure in the thrilling fantasy series from award-winning author Garth Nix. Tal and Milla are only one step away from death, while the evil that has..."
Betty Crocker's Parties for Children,['Lois M. Freeman'],"[""Children's parties.""]",Suggestions for all aspects of party preparations and entertainment from invitations to party themes
Seamanship : A Voyage Along the Wild Coasts of the British Isles,['Adam Nicolson'],['Biography & Autobiography'],"From Land's End to Cape Clear, past Roaringwater Bay and Cod's Head, on past Inishvickillane and Inishtooskert, up through the Hebrides, to Orkney and on to the Faeroes stretches the..."
Don Quixote (Cliffs Notes),['Marianne Sturman'],['Literary Criticism'],The original CliffsNotes study guides offer a look into critical elements and ideas within classic works of literature. The latest generation of titles in this series also feature glossaries and...
Forged in Honor,['Leonard B. Scott'],['Fiction'],"Returning to duty after the American Embassy in Burma is bombed, retired Special Forces Colonel Josh Hawkins is forced to apply his unique knowledge of the country and to use..."
